"departure_airport","arrival_airport","per_month","people_flown","sum","piople","npa"
"Сыктывкар - Syktyvkar Airport (SCW)","Магадан - Sokol Airport (GDX)","08","61","3664900.00","790","very few"
"Сыктывкар - Syktyvkar Airport (SCW)","Магадан - Sokol Airport (GDX)","05","54","3513600.00","790","very few"
"Минеральные Воды - Mineralnyye Vody Airport (MRV)","Магадан - Sokol Airport (GDX)","05","51","3844800.00","790","very few"
"Сыктывкар - Syktyvkar Airport (SCW)","Магадан - Sokol Airport (GDX)","06","125","8266800.00","790","very few"
"Екатеринбург - Koltsovo Airport (SVX)","Магнитогорск - Magnitogorsk International Airport (MQF)","08","696","2801400.00","8929","very few"
"Казань - Kazan International Airport (KZN)","Магнитогорск - Magnitogorsk International Airport (MQF)","06","468","3111000.00","8929","very few"
"Казань - Kazan International Airport (KZN)","Магнитогорск - Magnitogorsk International Airport (MQF)","05","103","684000.00","8929","very few"
"Новосибирск - Tolmachevo Airport (OVB)","Магнитогорск - Magnitogorsk International Airport (MQF)","08","289","4544400.00","8929","very few"
"Москва - Vnukovo International Airport (VKO)","Магнитогорск - Magnitogorsk International Airport (MQF)","07","717","10110800.00","8929","very few"
"Москва - Vnukovo International Airport (VKO)","Магнитогорск - Magnitogorsk International Airport (MQF)","08","348","4914000.00","8929","very few"
"Екатеринбург - Koltsovo Airport (SVX)","Магнитогорск - Magnitogorsk International Airport (MQF)","05","596","2398400.00","8929","very few"
"Екатеринбург - Koltsovo Airport (SVX)","Магнитогорск - Magnitogorsk International Airport (MQF)","06","1418","5705300.00","8929","very few"
"Екатеринбург - Koltsovo Airport (SVX)","Магнитогорск - Magnitogorsk International Airport (MQF)","07","1468","5907400.00","8929","very few"
"Москва - Vnukovo International Airport (VKO)","Магнитогорск - Magnitogorsk International Airport (MQF)","05","262","3696000.00","8929","very few"
"Москва - Vnukovo International Airport (VKO)","Магнитогорск - Magnitogorsk International Airport (MQF)","06","690","9735600.00","8929","very few"
"Новосибирск - Tolmachevo Airport (OVB)","Магнитогорск - Magnitogorsk International Airport (MQF)","05","82","1286700.00","8929","very few"
"Новосибирск - Tolmachevo Airport (OVB)","Магнитогорск - Magnitogorsk International Airport (MQF)","06","537","8441700.00","8929","very few"
"Новосибирск - Tolmachevo Airport (OVB)","Магнитогорск - Magnitogorsk International Airport (MQF)","07","545","8578500.00","8929","very few"
"Казань - Kazan International Airport (KZN)","Магнитогорск - Magnitogorsk International Airport (MQF)","08","223","1486800.00","8929","very few"
"Казань - Kazan International Airport (KZN)","Магнитогорск - Magnitogorsk International Airport (MQF)","07","487","3234600.00","8929","very few"
"Минеральные Воды - Mineralnyye Vody Airport (MRV)","Махачкала - Uytash Airport (MCX)","07","2493","12526000.00","21079","average"
"Москва - Domodedovo International Airport (DME)","Махачкала - Uytash Airport (MCX)","06","1116","17651700.00","21079","average"
"Москва - Sheremetyevo International Airport (SVO)","Махачкала - Uytash Airport (MCX)","08","1845","35791100.00","21079","average"
"Минеральные Воды - Mineralnyye Vody Airport (MRV)","Махачкала - Uytash Airport (MCX)","06","2446","12216800.00","21079","average"
"Минеральные Воды - Mineralnyye Vody Airport (MRV)","Махачкала - Uytash Airport (MCX)","05","657","3265200.00","21079","average"
"Москва - Domodedovo International Airport (DME)","Махачкала - Uytash Airport (MCX)","07","1172","18550400.00","21079","average"
"Москва - Domodedovo International Airport (DME)","Махачкала - Uytash Airport (MCX)","08","534","8446800.00","21079","average"
"Москва - Domodedovo International Airport (DME)","Махачкала - Uytash Airport (MCX)","05","474","7497300.00","21079","average"
"Минеральные Воды - Mineralnyye Vody Airport (MRV)","Махачкала - Uytash Airport (MCX)","08","1222","6162800.00","21079","average"
"Москва - Sheremetyevo International Airport (SVO)","Махачкала - Uytash Airport (MCX)","05","1607","31115000.00","21079","average"
"Москва - Sheremetyevo International Airport (SVO)","Махачкала - Uytash Airport (MCX)","07","3795","74092200.00","21079","average"
"Москва - Sheremetyevo International Airport (SVO)","Махачкала - Uytash Airport (MCX)","06","3718","72638000.00","21079","average"
"Махачкала - Uytash Airport (MCX)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","06","2534","12714000.00","22030","average"
"Москва - Domodedovo International Airport (DME)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","08","1392","21366200.00","22030","average"
"Казань - Kazan International Airport (KZN)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","05","13","175500.00","22030","average"
"Пермь - Bolshoye Savino Airport (PEE)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","07","1885","41956600.00","22030","average"
"Пермь - Bolshoye Savino Airport (PEE)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","06","1838","40328300.00","22030","average"
"Пермь - Bolshoye Savino Airport (PEE)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","05","658","14399000.00","22030","average"
"Махачкала - Uytash Airport (MCX)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","08","1256","6308400.00","22030","average"
"Махачкала - Uytash Airport (MCX)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","07","2584","12957200.00","22030","average"
"Махачкала - Uytash Airport (MCX)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","05","1134","5752800.00","22030","average"
"Магадан - Sokol Airport (GDX)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","08","66","6186600.00","22030","average"
"Магадан - Sokol Airport (GDX)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","07","120","10481000.00","22030","average"
"Казань - Kazan International Airport (KZN)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","08","38","510500.00","22030","average"
"Казань - Kazan International Airport (KZN)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","07","66","889600.00","22030","average"
"Магадан - Sokol Airport (GDX)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","06","149","12836200.00","22030","average"
"Казань - Kazan International Airport (KZN)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","06","55","742200.00","22030","average"
"Пермь - Bolshoye Savino Airport (PEE)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","08","917","20482500.00","22030","average"
"Москва - Domodedovo International Airport (DME)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","07","3158","48914100.00","22030","average"
"Москва - Domodedovo International Airport (DME)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","06","3009","46345100.00","22030","average"
"Москва - Domodedovo International Airport (DME)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","05","1157","17723200.00","22030","average"
"Магадан - Sokol Airport (GDX)","Минеральные Воды - Mineralnyye Vody Airport (MRV)","05","1","67100.00","22030","average"
"Якутск - Yakutsk Airport (YKS)","Мирный - Mirny Airport (MJZ)","08","589","4806100.00","9766","very few"
"Новосибирск - Tolmachevo Airport (OVB)","Мирный - Mirny Airport (MJZ)","05","90","1788200.00","9766","very few"
"Москва - Sheremetyevo International Airport (SVO)","Мирный - Mirny Airport (MJZ)","07","1924","94965400.00","9766","very few"
"Якутск - Yakutsk Airport (YKS)","Мирный - Mirny Airport (MJZ)","06","1168","9536800.00","9766","very few"
"Якутск - Yakutsk Airport (YKS)","Мирный - Mirny Airport (MJZ)","07","1222","9980600.00","9766","very few"
"Москва - Sheremetyevo International Airport (SVO)","Мирный - Mirny Airport (MJZ)","06","1893","94198500.00","9766","very few"
"Москва - Sheremetyevo International Airport (SVO)","Мирный - Mirny Airport (MJZ)","05","655","31966300.00","9766","very few"
"Якутск - Yakutsk Airport (YKS)","Мирный - Mirny Airport (MJZ)","05","425","3472100.00","9766","very few"
"Москва - Sheremetyevo International Airport (SVO)","Мирный - Mirny Airport (MJZ)","08","954","47254800.00","9766","very few"
"Нерюнгри - Chulman Airport (CNN)","Мирный - Mirny Airport (MJZ)","06","46","400200.00","9766","very few"
"Нерюнгри - Chulman Airport (CNN)","Мирный - Mirny Airport (MJZ)","08","34","295800.00","9766","very few"
"Нерюнгри - Chulman Airport (CNN)","Мирный - Mirny Airport (MJZ)","07","47","408900.00","9766","very few"
"Новосибирск - Tolmachevo Airport (OVB)","Мирный - Mirny Airport (MJZ)","07","287","5678600.00","9766","very few"
"Новосибирск - Tolmachevo Airport (OVB)","Мирный - Mirny Airport (MJZ)","06","282","5599100.00","9766","very few"
"Новосибирск - Tolmachevo Airport (OVB)","Мирный - Mirny Airport (MJZ)","08","150","2974000.00","9766","very few"
"Советский - Sovetskiy Airport (OVS)","Москва - Domodedovo International Airport (DME)","05","1096","22272100.00","252115","great"
"Тамбов - Donskoye Airport (TBW)","Москва - Domodedovo International Airport (DME)","05","100","370000.00","252115","great"
"Тамбов - Donskoye Airport (TBW)","Москва - Domodedovo International Airport (DME)","06","281","1039700.00","252115","great"
"Тамбов - Donskoye Airport (TBW)","Москва - Domodedovo International Airport (DME)","07","292","1080400.00","252115","great"
"Тамбов - Donskoye Airport (TBW)","Москва - Domodedovo International Airport (DME)","08","130","481000.00","252115","great"
"Томск - Bogashevo Airport (TOF)","Москва - Domodedovo International Airport (DME)","05","212","7481700.00","252115","great"
"Томск - Bogashevo Airport (TOF)","Москва - Domodedovo International Airport (DME)","06","780","28144000.00","252115","great"
"Томск - Bogashevo Airport (TOF)","Москва - Domodedovo International Airport (DME)","07","788","28835500.00","252115","great"
"Томск - Bogashevo Airport (TOF)","Москва - Domodedovo International Airport (DME)","08","436","15151000.00","252115","great"
"Белгород - Belgorod International Airport (EGO)","Москва - Domodedovo International Airport (DME)","05","453","3079800.00","252115","great"
"Белгород - Belgorod International Airport (EGO)","Москва - Domodedovo International Airport (DME)","06","1867","12816000.00","252115","great"
"Белгород - Belgorod International Airport (EGO)","Москва - Domodedovo International Airport (DME)","07","1942","13099300.00","252115","great"
"Белгород - Belgorod International Airport (EGO)","Москва - Domodedovo International Airport (DME)","08","954","6512600.00","252115","great"
"Элиста - Elista Airport (ESL)","Москва - Domodedovo International Airport (DME)","05","902","12260600.00","252115","great"
"Элиста - Elista Airport (ESL)","Москва - Domodedovo International Airport (DME)","06","2089","28898100.00","252115","great"
"Элиста - Elista Airport (ESL)","Москва - Domodedovo International Airport (DME)","07","2164","30191700.00","252115","great"
"Элиста - Elista Airport (ESL)","Москва - Domodedovo International Airport (DME)","08","955","13110900.00","252115","great"
"Ульяновск - Ulyanovsk Baratayevka Airport (ULV)","Москва - Domodedovo International Airport (DME)","05","807","6882200.00","252115","great"
"Ульяновск - Ulyanovsk Baratayevka Airport (ULV)","Москва - Domodedovo International Airport (DME)","06","2639","22053200.00","252115","great"
"Ульяновск - Ulyanovsk Baratayevka Airport (ULV)","Москва - Domodedovo International Airport (DME)","07","2721","22876800.00","252115","great"
"Ульяновск - Ulyanovsk Baratayevka Airport (ULV)","Москва - Domodedovo International Airport (DME)","08","1321","11086000.00","252115","great"
"Геленджик - Gelendzhik Airport (GDZ)","Москва - Domodedovo International Airport (DME)","05","120","1460400.00","252115","great"
"Геленджик - Gelendzhik Airport (GDZ)","Москва - Domodedovo International Airport (DME)","06","440","5367200.00","252115","great"
"Геленджик - Gelendzhik Airport (GDZ)","Москва - Domodedovo International Airport (DME)","07","430","5249800.00","252115","great"
"Геленджик - Gelendzhik Airport (GDZ)","Москва - Domodedovo International Airport (DME)","08","248","3022400.00","252115","great"
"Грозный - Khankala Air Base (GRV)","Москва - Domodedovo International Airport (DME)","05","123","1806300.00","252115","great"
"Грозный - Khankala Air Base (GRV)","Москва - Domodedovo International Airport (DME)","06","393","5791800.00","252115","great"
"Грозный - Khankala Air Base (GRV)","Москва - Domodedovo International Airport (DME)","07","400","5894000.00","252115","great"
"Грозный - Khankala Air Base (GRV)","Москва - Domodedovo International Airport (DME)","08","175","2574500.00","252115","great"
"Ханты-Мансийск - Khanty Mansiysk Airport (HMA)","Москва - Domodedovo International Airport (DME)","05","370","8550900.00","252115","great"
"Ханты-Мансийск - Khanty Mansiysk Airport (HMA)","Москва - Domodedovo International Airport (DME)","06","1668","40114600.00","252115","great"
"Ханты-Мансийск - Khanty Mansiysk Airport (HMA)","Москва - Domodedovo International Airport (DME)","07","1705","40646100.00","252115","great"
"Ханты-Мансийск - Khanty Mansiysk Airport (HMA)","Москва - Domodedovo International Airport (DME)","08","826","19795900.00","252115","great"
"Урай - Uray Airport (URJ)","Москва - Domodedovo International Airport (DME)","05","773","15978100.00","252115","great"
"Урай - Uray Airport (URJ)","Москва - Domodedovo International Airport (DME)","06","2498","52583800.00","252115","great"
"Урай - Uray Airport (URJ)","Москва - Domodedovo International Airport (DME)","07","2554","53479300.00","252115","great"
"Урай - Uray Airport (URJ)","Москва - Domodedovo International Airport (DME)","08","1188","24805400.00","252115","great"
"Курск - Kursk East Airport (URS)","Москва - Domodedovo International Airport (DME)","05","221","1166200.00","252115","great"
"Курск - Kursk East Airport (URS)","Москва - Domodedovo International Airport (DME)","06","670","3507600.00","252115","great"
"Курск - Kursk East Airport (URS)","Москва - Domodedovo International Airport (DME)","07","687","3549000.00","252115","great"
"Воронеж - Voronezh International Airport (VOZ)","Москва - Domodedovo International Airport (DME)","08","323","1335500.00","252115","great"
"Курск - Kursk East Airport (URS)","Москва - Domodedovo International Airport (DME)","08","331","1708200.00","252115","great"
"Усинск - Usinsk Airport (USK)","Москва - Domodedovo International Airport (DME)","05","8","125600.00","252115","great"
"Усинск - Usinsk Airport (USK)","Москва - Domodedovo International Airport (DME)","06","59","927800.00","252115","great"
"Усинск - Usinsk Airport (USK)","Москва - Domodedovo International Airport (DME)","07","72","1137900.00","252115","great"
"Усинск - Usinsk Airport (USK)","Москва - Domodedovo International Airport (DME)","08","25","395500.00","252115","great"
"Бугульма - Bugulma Airport (UUA)","Москва - Domodedovo International Airport (DME)","05","162","1554000.00","252115","great"
"Бугульма - Bugulma Airport (UUA)","Москва - Domodedovo International Airport (DME)","06","1005","9634500.00","252115","great"
"Бугульма - Bugulma Airport (UUA)","Москва - Domodedovo International Airport (DME)","07","1071","10275500.00","252115","great"
"Бугульма - Bugulma Airport (UUA)","Москва - Domodedovo International Airport (DME)","08","498","4769000.00","252115","great"
"Кемерово - Kemerovo Airport (KEJ)","Москва - Domodedovo International Airport (DME)","05","190","7017600.00","252115","great"
"Кемерово - Kemerovo Airport (KEJ)","Москва - Domodedovo International Airport (DME)","06","735","27985400.00","252115","great"
"Кемерово - Kemerovo Airport (KEJ)","Москва - Domodedovo International Airport (DME)","07","717","27393300.00","252115","great"
"Кемерово - Kemerovo Airport (KEJ)","Москва - Domodedovo International Airport (DME)","08","409","15391500.00","252115","great"
"Воронеж - Voronezh International Airport (VOZ)","Москва - Domodedovo International Airport (DME)","07","753","3110500.00","252115","great"
"Воронеж - Voronezh International Airport (VOZ)","Москва - Domodedovo International Airport (DME)","06","714","2946200.00","252115","great"
"Воронеж - Voronezh International Airport (VOZ)","Москва - Domodedovo International Airport (DME)","05","229","945700.00","252115","great"
"Калининград - Khrabrovo Airport (KGD)","Москва - Domodedovo International Airport (DME)","05","834","11442200.00","252115","great"
"Калининград - Khrabrovo Airport (KGD)","Москва - Domodedovo International Airport (DME)","06","2507","34601600.00","252115","great"
"Калининград - Khrabrovo Airport (KGD)","Москва - Domodedovo International Airport (DME)","07","2606","35803900.00","252115","great"
"Калининград - Khrabrovo Airport (KGD)","Москва - Domodedovo International Airport (DME)","08","1178","16212900.00","252115","great"
"Южно-Сахалинск - Yuzhno-Sakhalinsk Airport (UUS)","Москва - Domodedovo International Airport (DME)","05","436","38607000.00","252115","great"
"Нерюнгри - Chulman Airport (CNN)","Москва - Domodedovo International Airport (DME)","08","240","15786100.00","252115","great"
"Нерюнгри - Chulman Airport (CNN)","Москва - Domodedovo International Airport (DME)","07","318","21694800.00","252115","great"
"Нерюнгри - Chulman Airport (CNN)","Москва - Domodedovo International Airport (DME)","06","318","21810400.00","252115","great"
"Нерюнгри - Chulman Airport (CNN)","Москва - Domodedovo International Airport (DME)","05","93","5888400.00","252115","great"
"Хабаровск - Khabarovsk-Novy Airport (KHV)","Москва - Domodedovo International Airport (DME)","05","1828","142253000.00","252115","great"
"Хабаровск - Khabarovsk-Novy Airport (KHV)","Москва - Domodedovo International Airport (DME)","06","6028","473308800.00","252115","great"
"Хабаровск - Khabarovsk-Novy Airport (KHV)","Москва - Domodedovo International Airport (DME)","07","6198","485233600.00","252115","great"
"Хабаровск - Khabarovsk-Novy Airport (KHV)","Москва - Domodedovo International Airport (DME)","08","2835","222456700.00","252115","great"
"Южно-Сахалинск - Yuzhno-Sakhalinsk Airport (UUS)","Москва - Domodedovo International Airport (DME)","06","1295","116860800.00","252115","great"
"Южно-Сахалинск - Yuzhno-Sakhalinsk Airport (UUS)","Москва - Domodedovo International Airport (DME)","07","1364","120522600.00","252115","great"
"Южно-Сахалинск - Yuzhno-Sakhalinsk Airport (UUS)","Москва - Domodedovo International Airport (DME)","08","602","53691600.00","252115","great"
"Челябинск - Chelyabinsk Balandino Airport (CEK)","Москва - Domodedovo International Airport (DME)","08","1218","22515000.00","252115","great"
"Челябинск - Chelyabinsk Balandino Airport (CEK)","Москва - Domodedovo International Airport (DME)","07","2529","46565400.00","252115","great"
"Челябинск - Chelyabinsk Balandino Airport (CEK)","Москва - Domodedovo International Airport (DME)","06","2446","45452800.00","252115","great"
"Сыктывкар - Syktyvkar Airport (SCW)","Москва - Domodedovo International Airport (DME)","08","2076","27227400.00","252115","great"
"Сыктывкар - Syktyvkar Airport (SCW)","Москва - Domodedovo International Airport (DME)","07","4253","55269600.00","252115","great"
"Челябинск - Chelyabinsk Balandino Airport (CEK)","Москва - Domodedovo International Airport (DME)","05","832","15618400.00","252115","great"
"Абакан - Abakan Airport (ABA)","Москва - Domodedovo International Airport (DME)","08","290","12965800.00","252115","great"
"Абакан - Abakan Airport (ABA)","Москва - Domodedovo International Airport (DME)","07","688","31408100.00","252115","great"
"Сыктывкар - Syktyvkar Airport (SCW)","Москва - Domodedovo International Airport (DME)","06","4125","53262400.00","252115","great"
"Сыктывкар - Syktyvkar Airport (SCW)","Москва - Domodedovo International Airport (DME)","05","1689","21938000.00","252115","great"
"Саратов - Saratov Central Airport (RTW)","Москва - Domodedovo International Airport (DME)","08","389","2739100.00","252115","great"
"Саратов - Saratov Central Airport (RTW)","Москва - Domodedovo International Airport (DME)","07","783","5527200.00","252115","great"
"Саратов - Saratov Central Airport (RTW)","Москва - Domodedovo International Airport (DME)","06","764","5392800.00","252115","great"
"Саратов - Saratov Central Airport (RTW)","Москва - Domodedovo International Airport (DME)","05","250","1764700.00","252115","great"
"Абакан - Abakan Airport (ABA)","Москва - Domodedovo International Airport (DME)","06","593","27331700.00","252115","great"
"Брянск - Bryansk Airport (BZK)","Москва - Domodedovo International Airport (DME)","08","1444","6167400.00","252115","great"
"Брянск - Bryansk Airport (BZK)","Москва - Domodedovo International Airport (DME)","07","2989","12756500.00","252115","great"
"Брянск - Bryansk Airport (BZK)","Москва - Domodedovo International Airport (DME)","06","2898","12396800.00","252115","great"
"Ростов-на-Дону - Rostov-on-Don Airport (ROV)","Москва - Domodedovo International Airport (DME)","08","783","9740100.00","252115","great"
"Ростов-на-Дону - Rostov-on-Don Airport (ROV)","Москва - Domodedovo International Airport (DME)","07","1779","22099200.00","252115","great"
"Курган - Kurgan Airport (KRO)","Москва - Domodedovo International Airport (DME)","05","13","227200.00","252115","great"
"Курган - Kurgan Airport (KRO)","Москва - Domodedovo International Airport (DME)","06","109","1891000.00","252115","great"
"Курган - Kurgan Airport (KRO)","Москва - Domodedovo International Airport (DME)","07","107","1854800.00","252115","great"
"Курган - Kurgan Airport (KRO)","Москва - Domodedovo International Airport (DME)","08","52","907000.00","252115","great"
"Краснодар - Krasnodar Pashkovsky International Airport (KRR)","Москва - Domodedovo International Airport (DME)","05","1723","25314100.00","252115","great"
"Краснодар - Krasnodar Pashkovsky International Airport (KRR)","Москва - Domodedovo International Airport (DME)","06","5236","77293700.00","252115","great"
"Краснодар - Krasnodar Pashkovsky International Airport (KRR)","Москва - Domodedovo International Airport (DME)","07","5485","81570300.00","252115","great"
"Краснодар - Krasnodar Pashkovsky International Airport (KRR)","Москва - Domodedovo International Airport (DME)","08","2449","36337200.00","252115","great"
"Брянск - Bryansk Airport (BZK)","Москва - Domodedovo International Airport (DME)","05","1229","5238000.00","252115","great"
"Братск - Bratsk Airport (BTK)","Москва - Domodedovo International Airport (DME)","08","871","46090200.00","252115","great"
"Братск - Bratsk Airport (BTK)","Москва - Domodedovo International Airport (DME)","07","1809","93472500.00","252115","great"
"Братск - Bratsk Airport (BTK)","Москва - Domodedovo International Airport (DME)","06","1746","89720600.00","252115","great"
"Ростов-на-Дону - Rostov-on-Don Airport (ROV)","Москва - Domodedovo International Airport (DME)","06","1740","21273600.00","252115","great"
"Ростов-на-Дону - Rostov-on-Don Airport (ROV)","Москва - Domodedovo International Airport (DME)","05","317","3724000.00","252115","great"
"Братск - Bratsk Airport (BTK)","Москва - Domodedovo International Airport (DME)","05","430","22207200.00","252115","great"
"Абакан - Abakan Airport (ABA)","Москва - Domodedovo International Airport (DME)","05","163","7669800.00","252115","great"
"Петропавловск-Камчатский - Yelizovo Airport (PKC)","Москва - Domodedovo International Airport (DME)","08","415","37566900.00","252115","great"
"Петропавловск-Камчатский - Yelizovo Airport (PKC)","Москва - Domodedovo International Airport (DME)","07","979","85831600.00","252115","great"
"Самара - Kurumoch International Airport (KUF)","Москва - Domodedovo International Airport (DME)","05","1404","14570700.00","252115","great"
"Самара - Kurumoch International Airport (KUF)","Москва - Domodedovo International Airport (DME)","06","4180","43326800.00","252115","great"
"Самара - Kurumoch International Airport (KUF)","Москва - Domodedovo International Airport (DME)","07","4283","44681500.00","252115","great"
"Самара - Kurumoch International Airport (KUF)","Москва - Domodedovo International Airport (DME)","08","2137","22342200.00","252115","great"
"Киров - Pobedilovo Airport (KVX)","Москва - Domodedovo International Airport (DME)","05","69","531300.00","252115","great"
"Киров - Pobedilovo Airport (KVX)","Москва - Domodedovo International Airport (DME)","06","231","1778700.00","252115","great"
"Киров - Pobedilovo Airport (KVX)","Москва - Domodedovo International Airport (DME)","07","231","1778700.00","252115","great"
"Киров - Pobedilovo Airport (KVX)","Москва - Domodedovo International Airport (DME)","08","112","862400.00","252115","great"
"Петропавловск-Камчатский - Yelizovo Airport (PKC)","Москва - Domodedovo International Airport (DME)","06","851","74294300.00","252115","great"
"Петропавловск-Камчатский - Yelizovo Airport (PKC)","Москва - Domodedovo International Airport (DME)","05","258","22681600.00","252115","great"
"Пенза - Penza Airport (PEZ)","Москва - Domodedovo International Airport (DME)","08","93","492900.00","252115","great"
"Пенза - Penza Airport (PEZ)","Москва - Domodedovo International Airport (DME)","07","182","964600.00","252115","great"
"Барнаул - Barnaul Airport (BAX)","Москва - Domodedovo International Airport (DME)","08","271","10085900.00","252115","great"
"Барнаул - Barnaul Airport (BAX)","Москва - Domodedovo International Airport (DME)","07","636","23532900.00","252115","great"
"Барнаул - Barnaul Airport (BAX)","Москва - Domodedovo International Airport (DME)","06","619","23041100.00","252115","great"
"Казань - Kazan International Airport (KZN)","Москва - Domodedovo International Airport (DME)","05","1477","14153500.00","252115","great"
"Казань - Kazan International Airport (KZN)","Москва - Domodedovo International Airport (DME)","06","4344","41625200.00","252115","great"
"Казань - Kazan International Airport (KZN)","Москва - Domodedovo International Airport (DME)","07","4511","42998500.00","252115","great"
"Казань - Kazan International Airport (KZN)","Москва - Domodedovo International Airport (DME)","08","2039","19543500.00","252115","great"
"Барнаул - Barnaul Airport (BAX)","Москва - Domodedovo International Airport (DME)","05","136","5144800.00","252115","great"
"Астрахань - Astrakhan Airport (ASF)","Москва - Domodedovo International Airport (DME)","08","336","4196400.00","252115","great"
"Астрахань - Astrakhan Airport (ASF)","Москва - Domodedovo International Airport (DME)","07","680","8502800.00","252115","great"
"Астрахань - Astrakhan Airport (ASF)","Москва - Domodedovo International Airport (DME)","06","691","8645200.00","252115","great"
"Пенза - Penza Airport (PEZ)","Москва - Domodedovo International Airport (DME)","06","188","996400.00","252115","great"
"Пенза - Penza Airport (PEZ)","Москва - Domodedovo International Airport (DME)","05","65","344500.00","252115","great"
"Петрозаводск - Petrozavodsk Airport (PES)","Москва - Domodedovo International Airport (DME)","08","220","1662800.00","252115","great"
"Петрозаводск - Petrozavodsk Airport (PES)","Москва - Domodedovo International Airport (DME)","07","472","3573600.00","252115","great"
"Петрозаводск - Petrozavodsk Airport (PES)","Москва - Domodedovo International Airport (DME)","06","451","3408100.00","252115","great"
"Петрозаводск - Petrozavodsk Airport (PES)","Москва - Domodedovo International Airport (DME)","05","149","1122300.00","252115","great"
"Астрахань - Astrakhan Airport (ASF)","Москва - Domodedovo International Airport (DME)","05","204","2550000.00","252115","great"
"Санкт-Петербург - Pulkovo Airport (LED)","Москва - Domodedovo International Airport (DME)","05","2336","21039900.00","252115","great"
"Санкт-Петербург - Pulkovo Airport (LED)","Москва - Domodedovo International Airport (DME)","06","5241","46909500.00","252115","great"
"Санкт-Петербург - Pulkovo Airport (LED)","Москва - Domodedovo International Airport (DME)","07","5437","48210000.00","252115","great"
"Санкт-Петербург - Pulkovo Airport (LED)","Москва - Domodedovo International Airport (DME)","08","2636","23571000.00","252115","great"
"Архангельск - Talagi Airport (ARH)","Москва - Domodedovo International Airport (DME)","08","577","5873700.00","252115","great"
"Архангельск - Talagi Airport (ARH)","Москва - Domodedovo International Airport (DME)","07","1181","12022100.00","252115","great"
"Архангельск - Talagi Airport (ARH)","Москва - Domodedovo International Airport (DME)","06","1134","11547400.00","252115","great"
"Архангельск - Talagi Airport (ARH)","Москва - Domodedovo International Airport (DME)","05","391","3985100.00","252115","great"
"Советский - Sovetskiy Airport (OVS)","Москва - Domodedovo International Airport (DME)","08","1223","24705700.00","252115","great"
"Советский - Sovetskiy Airport (OVS)","Москва - Domodedovo International Airport (DME)","07","2522","50894100.00","252115","great"
"Советский - Sovetskiy Airport (OVS)","Москва - Domodedovo International Airport (DME)","06","2445","49766500.00","252115","great"
"Норильск - Norilsk-Alykel Airport (NSK)","Москва - Domodedovo International Airport (DME)","05","477","17255200.00","252115","great"
"Норильск - Norilsk-Alykel Airport (NSK)","Москва - Domodedovo International Airport (DME)","06","2276","81905200.00","252115","great"
"Махачкала - Uytash Airport (MCX)","Москва - Domodedovo International Airport (DME)","05","341","5394200.00","252115","great"
"Махачкала - Uytash Airport (MCX)","Москва - Domodedovo International Airport (DME)","06","1048","16575100.00","252115","great"
"Махачкала - Uytash Airport (MCX)","Москва - Domodedovo International Airport (DME)","07","1083","17136600.00","252115","great"
"Махачкала - Uytash Airport (MCX)","Москва - Domodedovo International Airport (DME)","08","531","8401200.00","252115","great"
"Новосибирск - Tolmachevo Airport (OVB)","Москва - Domodedovo International Airport (DME)","08","5019","173222800.00","252115","great"
"Новосибирск - Tolmachevo Airport (OVB)","Москва - Domodedovo International Airport (DME)","07","10348","356140900.00","252115","great"
"Нарьян-Мар - Naryan Mar Airport (NNM)","Москва - Domodedovo International Airport (DME)","08","168","2625000.00","252115","great"
"Нарьян-Мар - Naryan Mar Airport (NNM)","Москва - Domodedovo International Airport (DME)","07","369","5758500.00","252115","great"
"Новосибирск - Tolmachevo Airport (OVB)","Москва - Domodedovo International Airport (DME)","06","10007","345308200.00","252115","great"
"Новосибирск - Tolmachevo Airport (OVB)","Москва - Domodedovo International Airport (DME)","05","3114","107851200.00","252115","great"
"Нарьян-Мар - Naryan Mar Airport (NNM)","Москва - Domodedovo International Airport (DME)","06","390","6093000.00","252115","great"
"Нарьян-Мар - Naryan Mar Airport (NNM)","Москва - Domodedovo International Airport (DME)","05","91","1419500.00","252115","great"
"Норильск - Norilsk-Alykel Airport (NSK)","Москва - Domodedovo International Airport (DME)","07","2334","84168000.00","252115","great"
"Норильск - Norilsk-Alykel Airport (NSK)","Москва - Domodedovo International Airport (DME)","08","1074","38713300.00","252115","great"
